Coercivity,Crystal_Structure,Curie,Curie(Tc),Curie_Weiss,Curie_Weiss(θp),DOI,Experimental,Lattice_Parameters,Lattice_Structure,Magnetic_Moment,Magnetization,Material_Name,Neel,Neel(Tn),New_Column_Concatenated,Remanence,Space_Group,Susceptibility
,Hexagonal,54,54 K,,,10.1016/j.intermet.2007.11.004,TRUE,"{'a': '4.818 Å', 'c': '7.867 Å'}",C14 Laves phase,,,(Fe0.90Mn0.10)2Nb,,,Mn0.2Fe1.8Nb1,,P6/mmc,
,Hexagonal,60,60 K,,,10.1016/j.intermet.2007.11.004,TRUE,"{'a': '4.855 Å', 'c': '7.898 Å'}",C14 Laves phase,,,(Fe0.67Mn0.33)2Nb,,,Mn0.66Fe1.34Nb1,,P6/mmc,
,Hexagonal,38,38 K,,,10.1016/j.intermet.2007.11.004,TRUE,"{'a': '4.864 Å', 'c': '7.912 Å'}",C14 Laves phase,,,(Fe0.45Mn0.55)2Nb,,,Mn1.1Fe0.9Nb1,,P6/mmc,
,Hexagonal,42,42 K,,,10.1016/j.intermet.2007.11.004,TRUE,"{'a': '4.808 Å', 'c': '7.950 Å'}",C14 Laves phase,,,(Fe0.22Mn0.78)2Nb,,,Mn1.56Fe0.44Nb1,,P6/mmc,
Negligible,,209,209 K,,,10.1016/j.jallcom.2012.11.086,TRUE,,,3.90 μB/magnetic atom,190 A m^2/kg,(Gd4Co3)95B5,,,B5.0Co285.0Gd380.0,,,
Negligible,,203,203 K,,,10.1016/j.jallcom.2012.11.086,TRUE,,,3.68 μB/magnetic atom,181 A m^2/kg,(Gd4Co3)90B10,,,B10.0Co270.0Gd360.0,,,
Negligible,,197,197 K,,,10.1016/j.jallcom.2012.11.086,TRUE,,,3.89 μB/magnetic atom,193 A m^2/kg,(Gd4Co3)85B15,,,B15.0Co255.0Gd340.0,,,
Negligible,Hexagonal Ho4Co3-type,214,214 K,,,10.1016/j.jallcom.2012.11.086,TRUE,,,3.75 μB/magnetic atom,,(Gd4Co3)95B5,,,B5.0Co285.0Gd380.0,,P63/m,
Negligible,Hexagonal Ho4Co3-type,211,211 K,,,10.1016/j.jallcom.2012.11.086,TRUE,,,3.82 μB/magnetic atom,,(Gd4Co3)90B10,,,B10.0Co270.0Gd360.0,,P63/m,
Negligible,Hexagonal Ho4Co3-type,207,207 K,,,10.1016/j.jallcom.2012.11.086,TRUE,,,3.97 μB/magnetic atom,,(Gd4Co3)85B15,,,B15.0Co255.0Gd340.0,,P63/m,
4.9 kOe,2:14:1 phase and α-Fe phase,691.1,691.1 K,,,10.1016/j.jmmm.2017.04.032,TRUE,,,,,(Nd0.8Ce0.2)1.6Fe12Co2B,,,B1Fe12.0Co2.0Ce0.32Nd1.28,10.1 kG,,
3.5 kOe,2:14:1 phase,690.3,690.3 K,,,10.1016/j.jmmm.2017.04.032,TRUE,,,,,(Nd0.8Ce0.2)1.8Fe12Co2B,,,B1Fe12.0Co2.0Ce0.36Nd1.44,8.4 kG,,
4.8 kOe,2:14:1 phase and α-Fe phase,691.3,691.3 K,,,10.1016/j.jmmm.2017.04.032,TRUE,,,,,(Nd0.8Ce0.2)1.7Fe12Co2B,,,B1Fe12.0Co2.0Ce0.34Nd1.36,9.2 kG,,
3.6 kOe,2:14:1 phase and α-Fe phase,691.5,691.5 K,,,10.1016/j.jmmm.2017.04.032,TRUE,,,,,(Nd0.8Ce0.2)1.5Fe12Co2B,,,B1Fe12.0Co2.0Ce0.3Nd1.2,9.3 kG,,
3.5 kOe,2:14:1 phase and α-Fe phase,692,692.0 K,,,10.1016/j.jmmm.2017.04.032,TRUE,,,,,(Nd0.8Ce0.2)1.4Fe12Co2B,,,B1Fe12.0Co2.0Ce0.28Nd1.12,9.7 kG,,
,Amorphous,200,200 K,,,10.1016/j.jallcom.2014.12.258,TRUE,,,1.1 μB/f.u.,,(UH3)0.85Mo0.15,,,H2.55Mo0.15U0.85,,,
,Cubic,186,186 K,,,10.1016/j.jallcom.2014.12.258,TRUE,{'a': '414.5 pm'},,1 μB/U,,(UH3)0.85Zr0.15,,,H2.55Zr0.15U0.85,,,
,Th6Mn23-type,479,479 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.524 Å'},,54.3 μB/f.u.,,Gd6(Mn0.99Co0.01)23,,,Mn22.77Co0.23Gd6.0,,Fm-3m,
,Th6Mn23-type,447,447 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.511 Å'},,51.8 μB/f.u.,,Gd6(Mn0.97Co0.03)23,,,Mn22.31Co0.69Gd6.0,,Fm-3m,
,Th6Mn23-type,383,383 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.485 Å'},,48.5 μB/f.u.,,Gd6(Mn0.93Co0.07)23,,,Mn21.39Co1.61Gd6.0,,Fm-3m,
,Th6Mn23-type,314,314 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.462 Å'},,46.5 μB/f.u.,,Gd6(Mn0.9Co0.1)23,,,Mn20.7Co2.3Gd6.0,,Fm-3m,
,Th6Mn23-type,265,265 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.443 Å'},,44.5 μB/f.u.,,Gd6(Mn0.875Co0.125)23,,,Mn20.12Co2.88Gd6.0,,Fm-3m,
,Th6Mn23-type,219,219 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.427 Å'},,43.5 μB/f.u.,,Gd6(Mn0.85Co0.15)23,,,Mn19.55Co3.45Gd6.0,,Fm-3m,
,Th6Mn23-type,156,156 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.396 Å'},,40.2 μB/f.u.,,Gd6(Mn0.8Co0.2)23,,,Mn18.4Co4.6Gd6.0,,Fm-3m,
,Th6Mn23-type,118,118 K,,,10.1016/j.jallcom.2016.04.198,TRUE,{'a': '12.335 Å'},,36.3 μB/f.u.,,Gd6(Mn0.7Co0.3)23,,,Mn16.1Co6.9Gd6.0,12.7 μB/f.u.,Fm-3m,
,,,,,,10.1016/j.physb.2005.01.397,TRUE,,,,,GdFe3(BO3)4,38,38 K,B4.0O12.0Fe3.0Gd1,,,
,,,,,,10.1016/j.physb.2005.01.397,TRUE,,,,,GdFe2.7Ga0.3(BO3)4,15,15 K,B4.0O12.0Fe2.7Ga0.3Gd1,,,
,C14,118,118 K,,,10.1016/j.jallcom.2003.08.088,TRUE,"{'a': '4.924 Å', 'c': '8.058 Å'}",Hexagonal,2.86 μB,,Hf0.8Ta0.2(Fe1.0),350,350 K,Fe1Hf0.8Ta0.2,,P63/mmc,
,C14,290,290 K,,,10.1016/j.jallcom.2003.08.088,TRUE,"{'a': '4.919 Å', 'c': '8.046 Å'}",Hexagonal,0.10 μB,,Hf0.8Ta0.2(Fe0.9Co0.1),317,317 K,Fe0.9Co0.1Hf0.8Ta0.2,,P63/mmc,
,C14,280,280 K,,,10.1016/j.jallcom.2003.08.088,TRUE,"{'a': '4.912 Å', 'c': '8.031 Å'}",Hexagonal,0.30 μB,,Hf0.8Ta0.2(Fe0.8Co0.2),,,Fe0.8Co0.2Hf0.8Ta0.2,,P63/mmc,
,C15,331,331 K,,,10.1016/j.jallcom.2003.08.088,TRUE,,Cubic,2.47 μB,,Hf0.8Ta0.2(Fe0.7Co0.3),,,Fe0.7Co0.3Hf0.8Ta0.2,,Fd3m,
,C15,294,294 K,,,10.1016/j.jallcom.2003.08.088,TRUE,,Cubic,2.22 μB,,Hf0.8Ta0.2(Fe0.6Co0.4),,,Fe0.6Co0.4Hf0.8Ta0.2,,Fd3m,
,C15,244,244 K,,,10.1016/j.jallcom.2003.08.088,TRUE,,Cubic,1.89 μB,,Hf0.8Ta0.2(Fe0.5Co0.5),,,Fe0.5Co0.5Hf0.8Ta0.2,,Fd3m,
,C15,152,152 K,,,10.1016/j.jallcom.2003.08.088,TRUE,,Cubic,1.14 μB,,Hf0.8Ta0.2(Fe0.4Co0.6),,,Fe0.4Co0.6Hf0.8Ta0.2,,Fd3m,
,C15,80,80 K,,,10.1016/j.jallcom.2003.08.088,TRUE,,Cubic,0.55 μB,,Hf0.8Ta0.2(Fe0.3Co0.7),,,Fe0.3Co0.7Hf0.8Ta0.2,,Fd3m,
,MgCu2-type (C15),52,52 K,,,10.1016/j.jmmm.2004.11.334,TRUE,,,,,Er(Co0.97In0.03)2,,,Co1.94In0.06Er1,,,
,MgCu2-type (C15),47,47 K,,,10.1016/j.jmmm.2004.11.334,TRUE,,,,,Er(Co0.97Ge0.03)2,,,Co1.94Ge0.06Er1,,,
,MgCu2-type (C15),54,54 K,,,10.1016/j.jmmm.2004.11.334,TRUE,,,,,Er(Co0.95Si0.05)2,,,Si0.1Co1.9Er1,,,
,,275,275 K,,,10.1016/j.jmmm.2014.10.163,TRUE,,,,,Gd5(Si2Ge2),,,Si2.0Ge2.0Gd5.0,,,
,Orthorhombic,263,263K,,,10.1016/j.physb.2009.05.026,TRUE,"{'a': '5.4610 Å', 'b': '5.4629 Å', 'c': '7.7285 Å'}",Perovskite,,,La0.7(Ca0.95Sr0.05)0.3MnO3,,,O3.0Ca0.28Mn1Sr0.01La0.7,,,
,Orthorhombic,268,268K,,,10.1016/j.physb.2009.05.026,TRUE,"{'a': '5.4613 Å', 'b': '5.4633 Å', 'c': '7.7292 Å'}",Perovskite,,,La0.7(Ca0.9Sr0.1)0.3MnO3,,,O3.0Ca0.27Mn1Sr0.03La0.7,,,
,Orthorhombic,275,275K,,,10.1016/j.physb.2009.05.026,TRUE,"{'a': '5.4616 Å', 'b': '5.4636 Å', 'c': '7.7297 Å'}",Perovskite,,,La0.7(Ca0.85Sr0.15)0.3MnO3,,,O3.0Ca0.26Mn1Sr0.04La0.7,,,
,Orthorhombic,282,282K,,,10.1016/j.physb.2009.05.026,TRUE,"{'a': '5.4619 Å', 'b': '5.4643 Å', 'c': '7.7303 Å'}",Perovskite,,,La0.7(Ca0.8Sr0.2)0.3MnO3,,,O3.0Ca0.24Mn1Sr0.06La0.7,,,
,Orthorhombic,293,293K,,,10.1016/j.physb.2009.05.026,TRUE,"{'a': '5.4623 Å', 'b': '5.4647 Å', 'c': '7.7308 Å'}",Perovskite,,,La0.7(Ca0.75Sr0.25)0.3MnO3,,,O3.0Ca0.22Mn1Sr0.07La0.7,,,
,Tetragonal,102,102K,,,10.1016/S0304-8853(99)00660-5,TRUE,"{'a': '3.87 Å', 'b': '3.87 Å'}",,,,La1.2(Sr1.4Ca0.4)Mn2O7,,,O7.0Ca0.4Mn2.0Sr1.4La1.2,,I4/mmm,
,Tetragonal,,,,,10.1016/S0304-8853(99)00660-5,TRUE,,,,,La1.2(Sr1.0Ca0.8)Mn2O7,30,30K,O7.0Ca0.8Mn2.0Sr1La1.2,,I4/mmm,
,Cubic,46,46 K,,,10.1016/j.jmmm.2017.04.044,TRUE,{'a': '8.4396 Å'},,,,Mn(Cr0.9Fe0.1)2O4,,,O4.0Cr1.8Mn1Fe0.2,,Fd3̄m,
,Cubic,320,320 K,,,10.1016/j.jmmm.2017.04.044,TRUE,,,,,Mn(Cr0.6Fe0.4)2O4,,,O4.0Cr1.2Mn1Fe0.8,,Fd3̄m,
,Cubic,402,402 K,,,10.1016/j.jmmm.2017.04.044,TRUE,{'a': '8.4588 Å'},,,,Mn(Cr0.5Fe0.5)2O4,,,O4.0Cr1Mn1Fe1,,Fd3̄m,
,,301,301 K,,,10.1016/j.jmmm.2017.04.030,FALSE,,,,,La(Fe0.92Co0.008)11.9Si1.1,,,Si1.1Fe10.95Co0.1La1,,,
,Rhombohedral,,,-57 K,-57,10.1016/j.jallcom.2016.06.006,TRUE,"{'a': '4.143 Å', 'c': '28.69 Å'}",Hexagonal,5.1 μB,,Mn0.03(Bi2Se3),,,Mn0.03Se3.0Bi2.0,,R-3m,
,Rhombohedral,,,-29 K,-29,10.1016/j.jallcom.2016.06.006,TRUE,"{'a': '4.143 Å', 'c': '28.69 Å'}",Hexagonal,6.2 μB,,Mn0.06(Bi2Se3),,,Mn0.06Se3.0Bi2.0,,R-3m,
,Orthorhombic,,,-13.7 K,-13.7,10.1016/j.jallcom.2014.12.002,TRUE,"{'a': '10.406(1) Å', 'b': '12.998(1) Å', 'c': '6.363(1) Å'}",,,,NaMgCr2(PO4)3,4.5,4.5 ± 0.5 K,O12.0Na1Mg1P3.0Cr2.0,,Imma,
,Orthorhombic,,,-11.0 K,-11,10.1016/j.jallcom.2014.12.002,TRUE,"{'a': '10.412(1) Å', 'b': '13.026(1) Å', 'c': '6.377(1) Å'}",,,,NaZnCr2(PO4)3,4.7,4.7 ± 0.5 K,O12.0Na1P3.0Cr2.0Zn1,,Imma,
,ThCr2Si2,30,30K,-90K,-90,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.080 μB/f.u.,,Pr(Co0.85V0.15)2Si2,,,Si2.0V0.3Co1.7Pr1,,I4/mmm,
,ThCr2Si2,30,30K,-60K,-60,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.139 μB/f.u.,,Pr(Co0.80V0.20)2Si2,,,Si2.0V0.4Co1.6Pr1,,I4/mmm,
,ThCr2Si2,30,30K,-50K,-50,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.152 μB/f.u.,,Pr(Co0.75V0.25)2Si2,,,Si2.0V0.5Co1.5Pr1,,I4/mmm,
,ThCr2Si2,30,30K,-22K,-22,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.220 μB/f.u.,,Pr(Co0.70V0.30)2Si2,,,Si2.0V0.6Co1.4Pr1,,I4/mmm,
,ThCr2Si2,30,30K,-20K,-20,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.245 μB/f.u.,,Pr(Co0.65V0.35)2Si2,,,Si2.0V0.7Co1.3Pr1,,I4/mmm,
,ThCr2Si2,30,30K,-40K,-40,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.108 μB/f.u.,,Nd(Co0.85V0.15)2Si2,,,Si2.0V0.3Co1.7Nd1,,I4/mmm,
,ThCr2Si2,30,30K,-28K,-28,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.148 μB/f.u.,,Nd(Co0.80V0.20)2Si2,,,Si2.0V0.4Co1.6Nd1,,I4/mmm,
,ThCr2Si2,30,30K,-27K,-27,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.180 μB/f.u.,,Nd(Co0.75V0.25)2Si2,,,Si2.0V0.5Co1.5Nd1,,I4/mmm,
,ThCr2Si2,30,30K,-22K,-22,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.265 μB/f.u.,,Nd(Co0.70V0.30)2Si2,,,Si2.0V0.6Co1.4Nd1,,I4/mmm,
,ThCr2Si2,30,30K,-7K,-7,10.1016/j.jmmm.2015.10.128,TRUE,,Body centered tetragonal,0.310 μB/f.u.,,Nd(Co0.65V0.35)2Si2,,,Si2.0V0.7Co1.3Nd1,,I4/mmm,
,BaCd11-type,410,410,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0226', 'c': '6.5270'}",,,109.9,Ce(Fe0.9Co0.1)9Si2C1.0,,,C1Si2.0Fe8.1Co0.9Ce1,,,
,BaCd11-type,423,423,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0012', 'c': '6.5246'}",,,103.2,Ce(Fe0.7Co0.3)9Si2C1.0,,,C1Si2.0Fe6.3Co2.7Ce1,,,
,BaCd11-type,440,440,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '9.9748', 'c': '6.5027'}",,,89.5,Ce(Fe0.5Co0.5)9Si2C1.0,,,C1Si2.0Fe4.5Co4.5Ce1,,,
,BaCd11-type,462,462,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.1012', 'c': '6.5271'}",,,145.6,Nd(Fe1.0)9Si2C1.0,,,C1Si2.0Fe9.0Nd1,,,
,BaCd11-type,470,470,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0868', 'c': '6.5585'}",,,141.4,Nd(Fe0.9Co0.1)9Si2C1.0,,,C1Si2.0Fe8.1Co0.9Nd1,,,
,BaCd11-type,482,482,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0840', 'c': '6.5394'}",,,131.6,Nd(Fe0.7Co0.3)9Si2C1.0,,,C1Si2.0Fe6.3Co2.7Nd1,,,
,BaCd11-type,510,510,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0492', 'c': '6.4838'}",,,125.8,Nd(Fe0.5Co0.5)9Si2C1.0,,,C1Si2.0Fe4.5Co4.5Nd1,,,
12.6,BaCd11-type,462,462,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0574', 'c': '6.5117'}",,,127.2,Sm(Fe1.0)9Si2C1.0,,,C1Si2.0Fe9.0Sm1,3.2,,
13,BaCd11-type,480,480,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0517', 'c': '6.5087'}",,,126.1,Sm(Fe0.9Co0.1)9Si2C1.0,,,C1Si2.0Fe8.1Co0.9Sm1,3,,
13.5,BaCd11-type,494,494,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0296', 'c': '6.4936'}",,,109.7,Sm(Fe0.7Co0.3)9Si2C1.0,,,C1Si2.0Fe6.3Co2.7Sm1,3.1,,
14.9,BaCd11-type,520,520,,,10.1016/S0921-4526(02)01855-0,TRUE,"{'a': '10.0014', 'c': '6.4825'}",,,101.3,Sm(Fe0.5Co0.5)9Si2C1.0,,,C1Si2.0Fe4.5Co4.5Sm1,3.2,,
,Cubic,65,65 K,,,10.1016/j.jmmm.2016.11.076,TRUE,,,,,Ni(Cr0.9Al0.1)2O4,,,O4.0Al0.2Cr1.8Ni1,,Fd3̄m,
,Cubic,45,45 K,,,10.1016/j.jmmm.2016.11.076,TRUE,,,,,Ni(Cr0.85Al0.15)2O4,,,O4.0Al0.3Cr1.7Ni1,,Fd3̄m,
,Hexagonal,26,26 K,,,10.1016/j.matchemphys.2012.07.057,TRUE,"{'a': '3.07 Å', 'c': '7.66 Å'}",,3.72 μB,,Ni0.8Mn0.2(OH)2(CO3)0.1·nH2O,,,H6.0C0.1O5.3Mn0.2Ni0.8,,,
,Hexagonal,30.8,30.8 K,23.5 K,23.5,10.1016/j.matchemphys.2012.07.057,TRUE,"{'a': '3.08 Å', 'c': '7.78 Å'}",,3.49 μB,,Ni0.75Mn0.25(OH)2(CO3)0.125·nH2O,,,H6.0C0.12O5.38Mn0.25Ni0.75,,,
,Hexagonal,34.7,34.7 K,26.9 K,26.9,10.1016/j.matchemphys.2012.07.057,TRUE,"{'a': '3.08 Å', 'c': '7.87 Å'}",,3.19 μB,,Ni0.67Mn0.33(OH)2(CO3)0.165·nH2O,,,H6.0C0.17O5.5Mn0.33Ni0.67,,,
,Hexagonal,,,-2.9 K,-2.9,10.1016/j.matchemphys.2012.07.057,TRUE,"{'a': '3.09 Å', 'c': '7.65 Å'}",,2.76 μB,,Mg0.67Mn0.33(OH)2(CO3)0.165·nH2O,,,H6.0C0.17O5.5Mg0.67Mn0.33,,,
,Hexagonal,,,21.2 K,21.2,10.1016/j.matchemphys.2012.07.057,TRUE,"{'a': '3.01 Å', 'c': '7.59 Å'}",,2.32 μB,,Ni0.67Al0.33(OH)2(CO3)0.165·nH2O,,,H6.0C0.17O5.5Al0.33Ni0.67,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.94K0.06(Fe0.47Nb0.53)O3,27,27 K,O3.0K0.06Fe0.47Nb0.53Pb0.94,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.96K0.04(Fe0.48Nb0.52)O3,54.5,"87 K, 22 K",O3.0K0.04Fe0.48Nb0.52Pb0.96,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.98K0.02(Fe0.49Nb0.51)O3,67,"117 K, 17 K",O3.0K0.02Fe0.49Nb0.51Pb0.98,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb(Fe0.5Nb0.5)O3,87,"155 K, 19 K",O3.0Fe0.5Nb0.5Pb1,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.98Sr0.02(Fe0.5Nb0.5)O3,17,"NA, 17 K",O3.0Fe0.5Sr0.02Nb0.5Pb0.98,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.96Sr0.04(Fe0.5Nb0.5)O3,76.5,"135 K, 18 K",O3.0Fe0.5Sr0.04Nb0.5Pb0.96,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.94Sr0.06(Fe0.5Nb0.5)O3,77,"135 K, 19 K",O3.0Fe0.5Sr0.06Nb0.5Pb0.94,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.98La0.02(Fe0.51Nb0.49)O3,87,"160 K, 14 K",O3.0Fe0.51Nb0.49La0.02Pb0.98,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.97La0.03(Fe0.515Nb0.485)O3,91,"170 K, 12 K",O3.0Fe0.52Nb0.48La0.03Pb0.97,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.96La0.04(Fe0.52Nb0.48)O3,92.5,"175 K, 10 K",O3.0Fe0.52Nb0.48La0.04Pb0.96,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.95La0.05(Fe0.525Nb0.475)O3,12,"NA, 12 K",O3.0Fe0.53Nb0.47La0.05Pb0.95,,,
,,,,,,10.1016/j.jmmm.2004.03.016,TRUE,,,,,Pb0.94La0.06(Fe0.53Nb0.47)O3,102.5,"195 K, 10 K",O3.0Fe0.53Nb0.47La0.06Pb0.94,,,
,Orthorhombic,130,130 K,138.982 K,138.982,10.1016/S0038-1098(01)00276-9,TRUE,"{'a': '5.4519', 'b': '5.4537', 'c': '7.7074'}",Pseudo-cubic,,,Pr0.85(Na0.8K0.2)0.15MnO3,,,O3.0Na0.12K0.03Mn1Pr0.85,,Pbnm,
,Orthorhombic,131,131 K,138.635 K,138.635,10.1016/S0038-1098(01)00276-9,TRUE,"{'a': '5.4557', 'b': '5.4538', 'c': '7.7107'}",Pseudo-cubic,,,Pr0.85(Na0.6K0.4)0.15MnO3,,,O3.0Na0.09K0.06Mn1Pr0.85,,Pbnm,
,Orthorhombic,135,135 K,137.593 K,137.593,10.1016/S0038-1098(01)00276-9,TRUE,"{'a': '5.4559', 'b': '5.4560', 'c': '7.7160'}",Pseudo-cubic,,,Pr0.85(Na0.4K0.6)0.15MnO3,,,O3.0Na0.06K0.09Mn1Pr0.85,,Pbnm,
,Orthorhombic,138,138 K,132.488 K,132.488,10.1016/S0038-1098(01)00276-9,TRUE,"{'a': '5.4626', 'b': '5.4710', 'c': '7.7177'}",O'-type,,,Pr0.85(Na0.2K0.8)0.15MnO3,,,O3.0Na0.03K0.12Mn1Pr0.85,,Pbnm,
,Orthorhombic,130,130 K,154 K,154,10.1016/j.jallcom.2007.07.048,TRUE,"{'a': '5.4590 Å', 'b': '5.4666 Å', 'c': '7.7154 Å'}",Perovskite,,,Pr0.9(Na0.8K0.2)0.1MnO3,,,O3.0Na0.08K0.02Mn1Pr0.9,,Pbnm,
,Orthorhombic,135,135 K,150 K,150,10.1016/j.jallcom.2007.07.048,TRUE,"{'a': '5.4587 Å', 'b': '5.4749 Å', 'c': '7.7181 Å'}",Perovskite,,,Pr0.9(Na0.6K0.4)0.1MnO3,,,O3.0Na0.06K0.04Mn1Pr0.9,,Pbnm,
,Orthorhombic,137,137 K,145 K,145,10.1016/j.jallcom.2007.07.048,TRUE,"{'a': '5.4594 Å', 'b': '5.4764 Å', 'c': '7.7191 Å'}",Perovskite,,,Pr0.9(Na0.4K0.6)0.1MnO3,,,O3.0Na0.04K0.06Mn1Pr0.9,,Pbnm,
,Orthorhombic,140,140 K,,,10.1016/j.jallcom.2007.07.048,TRUE,"{'a': '5.4623 Å', 'b': '5.4899 Å', 'c': '7.7235 Å'}",Perovskite,,,Pr0.9(Na0.2K0.8)0.1MnO3,,,O3.0Na0.02K0.08Mn1Pr0.9,,Pbnm,
19.8 Oe,B2,354,354K,149.7K,149.7,10.1016/j.jmmm.2013.07.058,TRUE,{'a': '5.90'},Cubic,5.7 μB,,Ru2Fe(Si0.75Ge0.25),,,Si0.75Fe1Ge0.25Ru2.0,0.03 emu/g,,
33.3 Oe,B2,389,389K,318.9K,318.9,10.1016/j.jmmm.2013.07.058,TRUE,{'a': '5.93'},Cubic,5.8 μB,,Ru2Fe(Si0.5Ge0.5),,,Si0.5Fe1Ge0.5Ru2.0,0.18 emu/g,,
65.8 Oe,B2,420,420K,437.6K,437.6,10.1016/j.jmmm.2013.07.058,TRUE,{'a': '5.94'},Cubic,4.6 μB,,Ru2Fe(Si0.25Ge0.75),,,Si0.25Fe1Ge0.75Ru2.0,0.66 emu/g,,
,ThMn12,859,859 K,,,10.1016/j.scriptamat.2017.05.029,TRUE,,,,1.78 T,Sm(Fe0.8Co0.2)12,,,Fe9.6Co2.4Sm1,,,
,ThMn12,710,710 K,,,10.1016/j.scriptamat.2017.05.029,TRUE,,,,1.71 T,Sm(Fe0.9Co0.1)12,,,Fe10.8Co1.2Sm1,,,
7.4 T,ThMn12,880,880 K,,,10.1016/j.scriptamat.2017.05.029,FALSE,,,,1.63 T,(Sm0.8Zr0.2)(Fe0.75Co0.25)11.5Ti0.5,,,Ti0.5Fe8.62Co2.88Zr0.2Sm0.8,,,
,Hexagonal,491,491 K,,,10.1016/j.jallcom.2008.06.041,TRUE,"{'a': '20.53 Å', 'c': '12.28 Å'}",,1.41 μB,30.0 μB/f.u.,Sm5(Fe0.95Ti0.05)17,,,Ti0.85Fe16.15Sm5.0,,P63/mcm,
,Hexagonal,561,561 K,,,10.1016/j.jallcom.2008.06.041,TRUE,"{'a': '20.59 Å', 'c': '12.28 Å'}",,1.44 μB,22.6 μB/f.u.,Sm5(Fe0.91Ti0.09)17,,,Ti1.53Fe15.47Sm5.0,,P63/mcm,
,Hexagonal,481,481 K,,,10.1016/j.jallcom.2008.06.041,TRUE,"{'a': '20.51 Å', 'c': '12.29 Å'}",,1.36 μB,32.0 μB/f.u.,Sm5(Fe0.95V0.05)17,,,V0.85Fe16.15Sm5.0,,P63/mcm,
,Hexagonal,598,598 K,,,10.1016/j.jallcom.2008.06.041,TRUE,"{'a': '20.59 Å', 'c': '12.29 Å'}",,1.43 μB,23.6 μB/f.u.,Sm5(Fe0.9V0.1)17,,,V1.7Fe15.3Sm5.0,,P63/mcm,
5.75 kOe,Magnetoplumbite,731,731 K,,,10.1016/j.jallcom.2013.06.099,TRUE,"{'a': '5.8939 Å', 'c': '23.0726 Å'}",Hexagonal,,73.47 emu/g,Sr0.82(La0.15Pr0.03)Fe12O19,,,O19.0Fe12.0Sr0.82La0.15Pr0.03,42.49 emu/g,,
5.79 kOe,Magnetoplumbite,731,731 K,,,10.1016/j.jallcom.2013.06.099,TRUE,"{'a': '5.8965 Å', 'c': '23.0933 Å'}",Hexagonal,,63.50 emu/g,Sr0.82(La0.12Pr0.06)Fe12O19,,,O19.0Fe12.0Sr0.82La0.12Pr0.06,38.00 emu/g,,
5.87 kOe,Magnetoplumbite,729,729 K,,,10.1016/j.jallcom.2013.06.099,TRUE,"{'a': '5.8971 Å', 'c': '23.1021 Å'}",Hexagonal,,58.50 emu/g,Sr0.82(La0.09Pr0.09)Fe12O19,,,O19.0Fe12.0Sr0.82La0.09Pr0.09,33.98 emu/g,,
